antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'target_1'}),"frozenset({'vessels_colored_by_flourosopy_Zero', 'thalassemia_Fixed Defect'})",0.5131707317073171,0.3570731707317073,0.31609756097560976,0.6159695817490494,1.7250514242972013,1.0,0.13285806067816777,1.67415600096595,0.8633563423142583,0.5704225352112675,0.40268409907856695,0.7506077416941969
"frozenset({'oldpeak_Low', 'target_1'})","frozenset({'thalassemia_Fixed Defect', 'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4917073170731707,0.32682926829268294,0.27707317073170734,0.5634920634920636,1.7241175076995976,1.0,0.1163688280785247,1.5421729490022176,0.8262820686112837,0.5117117117117117,0.3515642972164713,0.7056266287609572
"frozenset({'thalassemia_Fixed Defect', 'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'target_1'})",0.32682926829268294,0.4917073170731707,0.27707317073170734,0.8477611940298508,1.7241175076995974,1.0,0.1163688280785247,3.3387852702056455,0.6239028373137375,0.5117117117117117,0.7004898730913572,0.7056266287609572
"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'exercise_induced_angina_No', 'slope_Downsloping', 'target_1'})",0.4253658536585366,0.2926829268292683,0.2146341463414634,0.5045871559633027,1.7240061162079512,1.0,0.09013682331945272,1.4277326106594397,0.7308226578175645,0.4263565891472868,0.29958873774122113,0.618960244648318
"frozenset({'exercise_induced_angina_No', 'slope_Downsloping', 'target_1'})","frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.2926829268292683,0.4253658536585366,0.2146341463414634,0.7333333333333334,1.7240061162079512,1.0,0.09013682331945272,2.1548780487804886,0.5937304075235111,0.4263565891472868,0.5359366157328807,0.618960244648318
"frozenset({'oldpeak_Low', 'target_1'})","frozenset({'thalassemia_Fixed Defect', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4917073170731707,0.2809756097560976,0.23804878048780487,0.48412698412698413,1.7230213844797178,1.0,0.0998910172516359,1.3938011257035647,0.825556149900884,0.4452554744525547,0.2825375288061855,0.6656746031746031
"frozenset({'thalassemia_Fixed Defect', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'target_1'})",0.2809756097560976,0.4917073170731707,0.23804878048780487,0.8472222222222221,1.7230213844797175,1.0,0.0998910172516359,3.327006651884698,0.583602108681629,0.4452554744525547,0.6994295158882489,0.6656746031746031
"frozenset({'thalassemia_Fixed Defect', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'target_1', 'slope_Downsloping'})",0.375609756097561,0.33170731707317075,0.2146341463414634,0.5714285714285714,1.722689075630252,1.0,0.09004164187983342,1.5593495934959347,0.6718749999999999,0.43564356435643564,0.35870698644421267,0.6092436974789915
"frozenset({'target_1', 'slope_Downsloping'})","frozenset({'thalassemia_Fixed Defect', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.33170731707317075,0.375609756097561,0.2146341463414634,0.6470588235294117,1.722689075630252,1.0,0.09004164187983342,1.76910569105691,0.6277372262773722,0.43564356435643564,0.43474264705882343,0.6092436974789915
frozenset({'target_1'}),"frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.5131707317073171,0.25170731707317073,0.2224390243902439,0.43346007604562736,1.722079759483597,1.0,0.0932701963117192,1.3208119168440005,0.8613015504693597,0.41007194244604317,0.24288993213398702,0.6585905031390927
"frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'slope_Downsloping'})",frozenset({'target_1'}),0.25170731707317073,0.5131707317073171,0.2224390243902439,0.8837209302325582,1.722079759483597,1.0,0.0932701963117192,4.186731707317073,0.5603513346599877,0.41007194244604317,0.7611502073915273,0.6585905031390927
frozenset({'target_1'}),"frozenset({'thalassemia_Fixed Defect', 'rest_ecg_ST-T wave abnormality', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5131707317073171,0.22634146341463415,0.2,0.3897338403041825,1.721884423757703,1.0,0.08384818560380726,1.2677395334701012,0.861166234908842,0.3707052441229656,0.2111944341888866,0.6366772649796775
"frozenset({'thalassemia_Fixed Defect', 'rest_ecg_ST-T wave abnormality', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'target_1'}),0.22634146341463415,0.5131707317073171,0.2,0.8836206896551725,1.721884423757703,1.0,0.08384818560380726,4.183125564588981,0.5418940116261187,0.3707052441229656,0.7609443023978993,0.6366772649796775
"frozenset({'thalassemia_Fixed Defect', 'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'target_1', 'exercise_induced_angina_No'})",0.32682926829268294,0.44390243902439025,0.2497560975609756,0.764179104477612,1.7215023782187961,1.0,0.10467578822129683,2.3581352269218896,0.6225939764492754,0.4794007490636704,0.575936108929039,0.6634082335574873
"frozenset({'target_1', 'exercise_induced_angina_No'})","frozenset({'thalassemia_Fixed Defect', 'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.44390243902439025,0.32682926829268294,0.2497560975609756,0.5626373626373626,1.7215023782187961,1.0,0.10467578822129683,1.5391592106875842,0.7536663925438595,0.4794007490636704,0.3502946329033286,0.6634082335574873
"frozenset({'exercise_induced_angina_No', 'target_1'})","frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.44390243902439025,0.2809756097560976,0.2146341463414634,0.4835164835164835,1.7208485958485957,1.0,0.08990838786436643,1.3921536066424496,0.7532695374800636,0.42065009560229444,0.28168846079293836,0.6237026862026862
"frozenset({'thalassemia_Fixed Defect', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'exercise_induced_angina_No', 'target_1'})",0.2809756097560976,0.44390243902439025,0.2146341463414634,0.7638888888888888,1.7208485958485957,1.0,0.08990838786436643,2.3552367288378764,0.5825829530035771,0.42065009560229444,0.575414230019493,0.6237026862026862
"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'exercise_induced_angina_No', 'target_1'})",0.2809756097560976,0.44390243902439025,0.2146341463414634,0.7638888888888888,1.7208485958485957,1.0,0.08990838786436643,2.3552367288378764,0.5825829530035771,0.42065009560229444,0.575414230019493,0.6237026862026862
"frozenset({'exercise_induced_angina_No', 'target_1'})","frozenset({'thalassemia_Fixed Defect', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.44390243902439025,0.2809756097560976,0.2146341463414634,0.4835164835164835,1.7208485958485957,1.0,0.08990838786436643,1.3921536066424496,0.7532695374800636,0.42065009560229444,0.28168846079293836,0.6237026862026862
"frozenset({'rest_ecg_ST-T wave abnormality', 'target_1'})","frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})",0.30146341463414633,0.4029268292682927,0.20878048780487804,0.6925566343042071,1.7188148914329595,1.0,0.08731279000594883,1.9420590500641848,0.598685584503733,0.421259842519685,0.48508259830361483,0.6053582202998034
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})","frozenset({'rest_ecg_ST-T wave abnormality', 'target_1'})",0.4029268292682927,0.30146341463414633,0.20878048780487804,0.5181598062953995,1.7188148914329595,1.0,0.08731279000594883,1.4497266821914447,0.7004230040926027,0.421259842519685,0.31021480649830235,0.6053582202998034
frozenset({'target_1'}),"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.5131707317073171,0.24780487804878049,0.21853658536585366,0.42585551330798477,1.718511421813718,1.0,0.0913703747769185,1.3101146826037797,0.8588247924420269,0.4028776978417266,0.23670804298402645,0.6538726385437561
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'slope_Downsloping'})",frozenset({'target_1'}),0.24780487804878049,0.5131707317073171,0.21853658536585366,0.8818897637795275,1.718511421813718,1.0,0.0913703747769185,4.121821138211382,0.5558412080785622,0.4028776978417266,0.7573887933347009,0.6538726385437561
"frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect', 'exercise_induced_angina_No'})",frozenset({'target_1'}),0.24390243902439024,0.5131707317073171,0.2146341463414634,0.88,1.714828897338403,1.0,0.08947055324211778,4.056910569105691,0.5513196480938416,0.39568345323741005,0.7535070140280561,0.6491254752851711
frozenset({'target_1'}),"frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect', 'exercise_induced_angina_No'})",0.5131707317073171,0.24390243902439024,0.2146341463414634,0.4182509505703422,1.714828897338403,1.0,0.08947055324211778,1.299697114618205,0.8562579704864274,0.39568345323741005,0.23058996688335578,0.6491254752851711
"frozenset({'oldpeak_Low', 'target_1', 'thalassemia_Fixed Defect'})","frozenset({'exercise_induced_angina_No', 'slope_Downsloping'})",0.3902439024390244,0.3726829268292683,0.24878048780487805,0.6375,1.7105693717277486,1.0,0.10334324806662701,1.730529857022708,0.6812549019607843,0.48387096774193544,0.42214230171073086,0.6525196335078534
"frozenset({'exercise_induced_angina_No', 'slope_Downsloping'})","frozenset({'oldpeak_Low', 'target_1', 'thalassemia_Fixed Defect'})",0.3726829268292683,0.3902439024390244,0.24878048780487805,0.6675392670157068,1.7105693717277486,1.0,0.10334324806662701,1.83406952179758,0.6621840026834995,0.48387096774193544,0.45476439790575907,0.6525196335078534
"frozenset({'target_1', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'thalassemia_Fixed Defect', 'oldpeak_Low', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.40487804878048783,0.3521951219512195,0.24390243902439024,0.6024096385542168,1.7104428795514468,1.0,0.10130636525877454,1.6293274205469326,0.6979344262295082,0.47528517110266155,0.38624981855131363,0.6474652070887428
"frozenset({'thalassemia_Fixed Defect', 'oldpeak_Low', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'target_1', 'vessels_colored_by_flourosopy_Zero'})",0.3521951219512195,0.40487804878048783,0.24390243902439024,0.6925207756232687,1.7104428795514468,1.0,0.10130636525877454,1.9354867062184138,0.6411746987951807,0.47528517110266155,0.4833340901866401,0.6474652070887428
"frozenset({'target_0', 'sex_Male'})","frozenset({'thalassemia_Reversable Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4029268292682927,0.335609756097561,0.23121951219512196,0.5738498789346247,1.7098724590348555,1.0,0.09599333729922666,1.559052106430155,0.6953269352748132,0.45576923076923076,0.358584619541836,0.6314016836533589
"frozenset({'thalassemia_Reversable Defect', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'target_0', 'sex_Male'})",0.335609756097561,0.4029268292682927,0.23121951219512196,0.688953488372093,1.7098724590348555,1.0,0.09599333729922666,1.9195623432869842,0.6248753074716383,0.45576923076923076,0.47904791761665905,0.6314016836533589
"frozenset({'target_1', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.40195121951219515,0.3551219512195122,0.24390243902439024,0.6067961165048543,1.7086978555425156,1.0,0.10116073765615705,1.6400602228244503,0.6935203915171289,0.47528517110266155,0.39026629261342766,0.6468046516590206
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'target_1', 'thalassemia_Fixed Defect'})",0.3551219512195122,0.40195121951219515,0.24390243902439024,0.6868131868131868,1.7086978555425156,1.0,0.10116073765615705,1.9095592640136927,0.6431588502269289,0.47528517110266155,0.4763189502178083,0.6468046516590206
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})","frozenset({'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.39121951219512197,0.44390243902439025,0.2965853658536585,0.7581047381546134,1.7078183661724808,1.0,0.12292207019631168,2.298918783002263,0.6807998060053979,0.5507246376811593,0.5650129063306645,0.7131183031432408
"frozenset({'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})",0.44390243902439025,0.39121951219512197,0.2965853658536585,0.6681318681318681,1.7078183661724806,1.0,0.12292207019631168,1.8344047811339037,0.745296629732225,0.5507246376811593,0.4548640462102,0.7131183031432408
frozenset({'chest_pain_type_Typical angina'}),"frozenset({'exercise_induced_angina_Yes', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4848780487804878,0.2780487804878049,0.2302439024390244,0.4748490945674045,1.7077906032687353,1.0,0.0954241522903034,1.3747500233623025,0.8045631099126862,0.43223443223443225,0.2725950296372832,0.6514596350030004
"frozenset({'exercise_induced_angina_Yes', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'chest_pain_type_Typical angina'}),0.2780487804878049,0.4848780487804878,0.2302439024390244,0.8280701754385964,1.707790603268735,1.0,0.0954241522903034,2.996117471378794,0.57406665139716,0.43223443223443225,0.6662347155768207,0.6514596350030004
"frozenset({'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})",0.44390243902439025,0.4029268292682927,0.3053658536585366,0.6879120879120879,1.7072878695154723,1.0,0.12650565139797737,1.9131569907248367,0.7449694523849558,0.5639639639639639,0.47730374200962433,0.7228906686533805
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'thalassemia_Fixed Defect'})","frozenset({'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4029268292682927,0.44390243902439025,0.3053658536585366,0.757869249394673,1.7072878695154723,1.0,0.12650565139797737,2.2966829268292677,0.6938440978095177,0.5639639639639639,0.5645894397009471,0.7228906686533805
"frozenset({'target_1', 'slope_Downsloping'})","frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect'})",0.33170731707317075,0.48585365853658535,0.2751219512195122,0.8294117647058824,1.7071226080793764,1.0,0.11396073765615708,3.013961312026914,0.6198167417300825,0.5071942446043165,0.6682107378055587,0.6978384124734232
"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect'})","frozenset({'target_1', 'slope_Downsloping'})",0.48585365853658535,0.33170731707317075,0.2751219512195122,0.5662650602409639,1.7071226080793764,1.0,0.11396073765615708,1.5407859078590787,0.805644151964149,0.5071942446043165,0.35098056459414306,0.6978384124734232
"frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})","frozenset({'target_1', 'thalassemia_Fixed Defect'})",0.39121951219512197,0.40195121951219515,0.2682926829268293,0.685785536159601,1.7061412003970655,1.0,0.1110415229030339,1.9033139759969029,0.6798543123543124,0.5111524163568774,0.4746006110335906,0.6766306321574704
"frozenset({'target_1', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})",0.40195121951219515,0.39121951219512197,0.2682926829268293,0.6674757281553398,1.7061412003970655,1.0,0.1110415229030339,1.8307851166102904,0.6920539819071629,0.5111524163568774,0.45378625217824253,0.6766306321574704
frozenset({'target_1'}),"frozenset({'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml', 'thalassemia_Fixed Defect'})",0.5131707317073171,0.32682926829268294,0.28585365853658534,0.5570342205323193,1.7043584359570965,1.0,0.11813444378346219,1.519690149691196,0.8488991635147426,0.5158450704225351,0.3419711247038077,0.7158305431019805
"frozenset({'vessels_colored_by_flourosopy_Zero', 'fasting_blood_sugar_Lower than 120 mg/ml', 'thalassemia_Fixed Defect'})",frozenset({'target_1'}),0.32682926829268294,0.5131707317073171,0.28585365853658534,0.8746268656716417,1.7043584359570965,1.0,0.11813444378346219,3.8830429732868734,0.6139140327447197,0.5158450704225351,0.7424700146561779,0.7158305431019805
"frozenset({'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'target_1', 'thalassemia_Fixed Defect'})",0.3229268292682927,0.3902439024390244,0.2146341463414634,0.6646525679758308,1.7031722054380665,1.0,0.0886139202855443,1.8182816963304769,0.6097720723080953,0.43052837573385516,0.45003021148036254,0.6073262839879154
"frozenset({'oldpeak_Low', 'target_1', 'thalassemia_Fixed Defect'})","frozenset({'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.3902439024390244,0.3229268292682927,0.2146341463414634,0.5499999999999999,1.7031722054380662,1.0,0.0886139202855443,1.5046070460704604,0.677090909090909,0.43052837573385516,0.33537463976945237,0.6073262839879154
frozenset({'target_0'}),"frozenset({'chest_pain_type_Typical angina', 'slope_Flat'})",0.4868292682926829,0.2848780487804878,0.23609756097560974,0.4849699398797595,1.7023773574546355,1.0,0.09741058893515764,1.388505267153839,0.8039939666279106,0.44080145719489977,0.27980107554809486,0.6568685315837154
"frozenset({'chest_pain_type_Typical angina', 'slope_Flat'})",frozenset({'target_0'}),0.2848780487804878,0.4868292682926829,0.23609756097560974,0.8287671232876712,1.7023773574546353,1.0,0.09741058893515764,2.9969170731707315,0.5769451929690054,0.44080145719489977,0.6663237668628574,0.6568685315837154
frozenset({'thalassemia_Reversable Defect'}),"frozenset({'chest_pain_type_Typical angina', 'target_0'})",0.4,0.36585365853658536,0.24878048780487805,0.6219512195121951,1.7,1.0,0.10243902439024391,1.6774193548387097,0.6862745098039217,0.4811320754716981,0.40384615384615385,0.6509756097560976
"frozenset({'chest_pain_type_Typical angina', 'target_0'})",frozenset({'thalassemia_Reversable Defect'}),0.36585365853658536,0.4,0.24878048780487805,0.68,1.7,1.0,0.10243902439024391,1.8750000000000002,0.6493212669683258,0.4811320754716981,0.46666666666666673,0.6509756097560976
"frozenset({'oldpeak_Low', 'target_1'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.4917073170731707,0.2604878048780488,0.2175609756097561,0.44246031746031744,1.698583615718447,1.0,0.08947721594289113,1.3263848624251366,0.8091287021337027,0.40693430656934304,0.2460710097583448,0.6388331549848403
"frozenset({'vessels_colored_by_flourosopy_Zero', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'target_1'})",0.2604878048780488,0.4917073170731707,0.2175609756097561,0.8352059925093632,1.698583615718447,1.0,0.08947721594289113,3.08441241685144,0.5561425512027165,0.40693430656934304,0.6757891407333921,0.6388331549848403
frozenset({'target_0'}),"frozenset({'exercise_induced_angina_Yes', 'sex_Male'})",0.4868292682926829,0.26439024390243904,0.21853658536585366,0.44889779559118237,1.6978606659814093,1.0,0.08982367638310529,1.3347973392461197,0.8009488728951656,0.41025641025641024,0.25082260010737656,0.6377330306369196
"frozenset({'exercise_induced_angina_Yes', 'sex_Male'})",frozenset({'target_0'}),0.26439024390243904,0.4868292682926829,0.21853658536585366,0.8265682656826567,1.697860665981409,1.0,0.08982367638310529,2.958920601971976,0.5587521314892004,0.41025641025641024,0.6620389207694356,0.6377330306369196
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping'})","frozenset({'target_1', 'thalassemia_Fixed Defect'})",0.3648780487804878,0.40195121951219515,0.24878048780487805,0.6818181818181819,1.696270962047661,1.0,0.10211731112433076,1.8795818815331014,0.6462877624167946,0.48022598870056493,0.46796678036482287,0.6503751103265667
"frozenset({'target_1', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping'})",0.40195121951219515,0.3648780487804878,0.24878048780487805,0.6189320388349514,1.696270962047661,1.0,0.10211731112433076,1.6666894516078916,0.6863512778684069,0.48022598870056493,0.4000082024667054,0.6503751103265667
"frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect'})","frozenset({'target_1', 'slope_Downsloping', 'vessels_colored_by_flourosopy_Zero'})",0.48585365853658535,0.24878048780487805,0.2048780487804878,0.4216867469879518,1.6950153555398062,1.0,0.08400713860797143,1.2989837398373982,0.7975060992138789,0.38674033149171266,0.23016742293850723,0.6226080793763288
"frozenset({'target_1', 'slope_Downsloping', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'oldpeak_Low', 'thalassemia_Fixed Defect'})",0.24878048780487805,0.48585365853658535,0.2048780487804878,0.8235294117647058,1.6950153555398062,1.0,0.08400713860797143,2.913495934959349,0.54582560296846,0.38674033149171266,0.656769728764371,0.6226080793763288
"frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'target_1', 'thalassemia_Fixed Defect'})",0.3151219512195122,0.40195121951219515,0.2146341463414634,0.6811145510835913,1.6945204244191288,1.0,0.08797049375371802,1.8754345252190383,0.5984459984459984,0.42718446601941745,0.46679023631432476,0.6075475668039316
"frozenset({'target_1', 'thalassemia_Fixed Defect'})","frozenset({'oldpeak_Low', 'exercise_induced_angina_No', 'slope_Downsloping', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.40195121951219515,0.3151219512195122,0.2146341463414634,0.5339805825242718,1.6945204244191288,1.0,0.08797049375371802,1.4696341463414633,0.685332937861486,0.42718446601941745,0.31955854285951374,0.6075475668039316
"frozenset({'oldpeak_Low', 'target_1', 'vessels_colored_by_flourosopy_Zero'})","frozenset({'thalassemia_Fixed Defect', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.38341463414634147,0.375609756097561,0.24390243902439024,0.6361323155216285,1.6935990218432968,1.0,0.09988816180844734,1.7159815793962137,0.6642088607594937,0.47348484848484845,0.41724316157760816,0.6427414824361389
"frozenset({'thalassemia_Fixed Defect', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'oldpeak_Low', 'target_1', 'vessels_colored_by_flourosopy_Zero'})",0.375609756097561,0.38341463414634147,0.24390243902439024,0.6493506493506493,1.6935990218432966,1.0,0.09988816180844734,1.7584101174345077,0.6559062499999999,0.47348484848484845,0.43130445503863224,0.6427414824361389
frozenset({'target_0'}),"frozenset({'chest_pain_type_Typical angina', 'sex_Male'})",0.4868292682926829,0.3551219512195122,0.2926829268292683,0.6012024048096192,1.6929463322248892,1.0,0.11979916716240332,1.6170560117661477,0.797617237008872,0.5328596802841917,0.38159223136136106,0.7126891144927217
"frozenset({'chest_pain_type_Typical angina', 'sex_Male'})",frozenset({'target_0'}),0.3551219512195122,0.4868292682926829,0.2926829268292683,0.8241758241758241,1.6929463322248892,1.0,0.11979916716240332,2.9186585365853652,0.6347150781643973,0.5328596802841917,0.6573768436886307,0.7126891144927217
"frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})","frozenset({'thalassemia_Fixed Defect', 'oldpeak_Low', 'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.41853658536585364,0.344390243902439,0.24390243902439024,0.5827505827505828,1.6921227969386612,1.0,0.09976252230814991,1.5712658400327022,0.7034429530201342,0.4699248120300752,0.3635704573204574,0.6454829401005039
"frozenset({'thalassemia_Fixed Defect', 'oldpeak_Low', 'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})",0.344390243902439,0.41853658536585364,0.24390243902439024,0.708215297450425,1.6921227969386612,1.0,0.09976252230814991,1.9927823821927546,0.6238869047619048,0.4699248120300752,0.4981890602125597,0.6454829401005039
frozenset({'exercise_induced_angina_Yes'}),frozenset({'chest_pain_type_Typical angina'}),0.33658536585365856,0.4848780487804878,0.2760975609756098,0.8202898550724638,1.6917446709240953,1.0,0.1128947055324212,2.866404405979544,0.6163479526086054,0.5062611806797853,0.6511308739569609,0.6948531770332138
frozenset({'chest_pain_type_Typical angina'}),frozenset({'exercise_induced_angina_Yes'}),0.4848780487804878,0.33658536585365856,0.2760975609756098,0.5694164989939638,1.6917446709240953,1.0,0.1128947055324212,1.54073398677912,0.7937814541171432,0.5062611806797853,0.35095869333648966,0.6948531770332138
"frozenset({'thalassemia_Fixed Defect', 'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})","frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})",0.35317073170731705,0.41853658536585364,0.2497560975609756,0.707182320441989,1.6896547283287617,1.0,0.10194122546103512,1.985752416014727,0.6310213989441932,0.4785046728971962,0.4964125477399979,0.6519594585892929
"frozenset({'vessels_colored_by_flourosopy_Zero', 'exercise_induced_angina_No'})","frozenset({'thalassemia_Fixed Defect', 'target_1', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.41853658536585364,0.35317073170731705,0.2497560975609756,0.5967365967365967,1.6896547283287615,1.0,0.10194122546103512,1.6039870294656704,0.7019583682885907,0.4785046728971962,0.3765535620739241,0.6519594585892929
"frozenset({'thalassemia_Fixed Defect', 'oldpeak_Low', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'target_1'}),0.3521951219512195,0.5131707317073171,0.3053658536585366,0.8670360110803325,1.6895663714017886,1.0,0.12462962522308149,3.6613617886178873,0.6300232880403402,0.5452961672473867,0.7268775778704224,0.7310465226504324
frozenset({'target_1'}),"frozenset({'thalassemia_Fixed Defect', 'oldpeak_Low', 'exercise_induced_angina_No', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5131707317073171,0.3521951219512195,0.3053658536585366,0.5950570342205322,1.6895663714017883,1.0,0.12462962522308149,1.5997435016603685,0.8383476217610941,0.5452961672473867,0.374899789271153,0.7310465226504324
"frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect', 'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",frozenset({'target_1'}),0.24195121951219511,0.5131707317073171,0.2097560975609756,0.8669354838709677,1.6893704771249847,1.0,0.08559381320642474,3.6585957132298597,0.5383077429589057,0.3846153846153846,0.7266710841036913,0.6378403655096283
frozenset({'target_1'}),"frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect', 'oldpeak_Low', 'fasting_blood_sugar_Lower than 120 mg/ml'})",0.5131707317073171,0.24195121951219511,0.2097560975609756,0.40874524714828897,1.6893704771249847,1.0,0.08559381320642474,1.2821017959375736,0.8382066458498392,0.3846153846153846,0.22003073143757554,0.6378403655096283
frozenset({'target_1'}),"frozenset({'rest_ecg_ST-T wave abnormality', 'thalassemia_Fixed Defect', 'oldpeak_Low'})",0.5131707317073171,0.2624390243902439,0.22731707317073171,0.4429657794676806,1.6878807581946937,1.0,0.09264104699583581,1.3240855739615418,0.8371334944567246,0.41459074733096085,0.24476180417245055,0.6545683915925764
